2;"Nastąpi rozwój rynku komercyjnego oprogramowania SWD";;;;;;;;;
;"kod tezy:";;;;;;;;;
"2.1";"Łączne przychody producentów oprogramowania i operatorów SWD w cenach stałych, zmiana w % w stosunku do 2012";;;;;;;;;
;"kod pytania:";"P2";;;;;;;;
;"jednostka:";"procent";;;;;;;;
;"sposób analizy:";;;;;;;;;
;"id użytkownika";"Współczynnik kompetencji";"Współczynnik samooceny";"Stan obecny";"Stan w roku 2015";"Stan w roku 2020";"Stan w roku 2025";"Dalszy rozwój do roku 2030";"Uwagi";"Stopień pewności"
"2.1";68;0,5;0,2;"n/a";100;800;1700;2400;"Ten sam problem, co w 1.3. Tym razem podane wartości nie dają się w ogóle sprowadzić do dozwolonego przedziału, który nie ma sensu. Podane wartości to +200%, +900%, +1800%, +2500% Podane uzasadnienie to ""Lepsza organizacja i plan rozwoju systemu zapewnią znaczący wzrost przychodów po odpowiednim czasie""";"wyrażam tylko swój subiektywny pogląd"
"2.1";140;0,8;0,2;"n/a";10;20;40;70;;"wyrażam tylko swój subiektywny pogląd"
"2.1";150;0,5;0,2;"n/a";5;10;20;25;;"wyrażam tylko swój subiektywny pogląd"
"2.1";248;0,4;0,2;"n/a";4;15;30;35;;"wyrażam tylko swój subiektywny pogląd"
"2.1";284;0,8;0,2;"n/a";15;50;110;200;"SWD będą stanowiły niezwykle przydatne narzędzie do rozwiązywanie problemów z różnych dziedzin.";"jestem raczej pewnien (pewna)"
"2.1";312;0,7;0,2;"n/a";20;40;60;100;"ocena własna - subiektywna";"wyrażam tylko swój subiektywny pogląd"
"2.1";315;0,6;0,75;"n/a";10;50;60;50;"Rozwoj rynku komercyjnego jest zależny od popularnosci rozwiazan Open Source";"wyrażam tylko swój subiektywny pogląd"
"2.1";335;0,6;0,8;"n/a";2;3;4;5;;"wyrażam tylko swój subiektywny pogląd"
"2.1";344;1;0,5;"n/a";10;20;25;30;;"wyrażam tylko swój subiektywny pogląd"
"2.1";345;0,6;0,2;"n/a";10;15;20;25;;"wyrażam tylko swój subiektywny pogląd"
"2.1";347;0,5;0,2;"n/a";30;100;250;400;"Ni e da się ustawić >100%. Powinno być 130, 200, 350, 500%. Wyjaśnienie: ""Odnotowany zostanie dynamiczny wzrost przychodów, jednak nie będzie on proporcjonalny do wzrostu wykorzystywania systemów ze względu na powstawanie SWD open=source i rosnącą konkurencję w branży""";"jestem raczej pewnien (pewna)"
"2.1";348;0,2;0,2;"n/a";45;25;;;;"wyrażam tylko swój subiektywny pogląd"
"2.1";353;0,5;0,2;"n/a";70;80;90;100;;"wyrażam tylko swój subiektywny pogląd"
"2.1";354;0,5;0,2;"n/a";30;50;80;100;"wzrost będzie szybko następował aż do momentu częściowego wysycenia się rynku a co za tym idzie do spadku popularności i cen nowinek wchodzących na rynek";"wyrażam tylko swój subiektywny pogląd"
"2.1";361;0,6;0,2;"n/a";20;25;30;30;;"wyrażam tylko swój subiektywny pogląd"
"2.1";363;0,5;0,2;"n/a";10;20;50;100;"ogólny rozwój SWD spowoduje wzrost przychodów w tym sektorze";"wyrażam tylko swój subiektywny pogląd"
"2.1";364;0,6;0,2;"n/a";4;4;4;10;"oszacowanie własne na podstawie ogólnej wiedzy";"wyrażam tylko swój subiektywny pogląd"
"2.1";367;0,7;0,2;"n/a";10;15;15;20;"własna opinia";"wyrażam tylko swój subiektywny pogląd"
"2.1";398;0,1;0,2;"n/a";5;10;15;20;;"wyrażam tylko swój subiektywny pogląd"
"2.1";407;0,5;0,2;"n/a";20;40;60;100;"Z uwagi na ilość informacji i wymagane tempo podejmowania decyzji będzie rósł stopień wykorzystania i polegania na SWD w codziennych czynnościach i pracy coraz szerszej grupy ludzi. Postępująca integracja z wykorzystywanymi na co dzień systemami oraz zwiększenie nacisku na powstawanie mniejszych rozwiązań, dostępnych w systemie SaaS umożliwi na łatwiejsze wprowadzanie SWD do kolejnych instytucji i przedsiębiorstw, nawet niewielkich, a ostatecznie również zostanie w znacznym stopniu zaakceptowane jako istotne wsparcie przy podejmowaniu codziennych decyzji w życiu prywatnym (np. dotyczących finansów).";"wyrażam tylko swój subiektywny pogląd"
"2.1";413;0,5;0,2;"n/a";10;15;25;35;"Wzrost informatyzacji, pociąga za sobą wzrost sprzedaży oprogramowania w tym SWD.";"wyrażam tylko swój subiektywny pogląd"
"2.1";415;0,5;0,2;"n/a";5;10;20;35;"Zwiększenie zaawansowania systemów odbije się na ilości odbiorców oraz wartości samych systemów";"wyrażam tylko swój subiektywny pogląd"
"2.1";416;0,9;0,2;"n/a";5;10;20;30;"Moje rozumowanie opera się na tych samych przesłankach, które wymieniłem przy tezie 1: zwiększająca się ilość informacji w internecie i zwiększające się przywiązywanie wagi do zaznajomienia się z dostępnymi danymi będą powodować, że coraz więcej decyzji nie będzie możliwych do przeanalizowania tradycyjnymi sposobami i trzeba je będzie oddelegować do odpowiednich narzędzi. Czy to w życiu prywatnym, czy zawodowym.";"wyrażam tylko swój subiektywny pogląd"
"2.1";417;0,01;0,2;"n/a";5;5;10;10;;"wyrażam tylko swój subiektywny pogląd"
"2.1";418;0,5;0,2;"n/a";10;15;20;25;"Zwiększenie przychodów będzie podyktowane tym, że SWD staną się bardziej powszechne w pogotowiach, straży pożarnej, policji, itp.";"wyrażam tylko swój subiektywny pogląd"
"2.1";421;0,5;0,2;"n/a";4;5;10;20;"Przypuszczalnie początkowo mniejszy wzrost przychodów, zmieni się gdy rynek doceni i zacznie poważnie interesować się rynkiem SWD";"wyrażam tylko swój subiektywny pogląd"
"2.1";423;0,6;0,2;"n/a";5;20;40;50;"Podejrzewam, że po szybkim wzroście nastąpi spowolnienie w przychodach producentów oprogramowania i operatorów SWD, być może ze względu na obniżenie popytu na takie usługi. Uważam, że skoro obecnie takie rozwiązania nie są jeszcze popularne (np. w medycynie http://www.ahrq.gov/news/newsletters/research-activities/jun12/0612RA15.html), operatorzy SWD i producenci oprogramowania, będą musieli poczekać na zwiększenie się przychodów. Wyhamowanie wzrostu przychodów łączę z nasyceniem rynku usługami.";"wyrażam tylko swój subiektywny pogląd"
"2.1";452;0,5;0,2;"n/a";15;20;20;25;"Spadek kosztów budowania systemów, prężny rozwój nowych technologii, zwiększenie zapotrzebowania na SWD.";"wyrażam tylko swój subiektywny pogląd"
"2.1";462;0,5;0,4;"n/a";5;10;15;25;"Branża IT jest jedną z najlepiej rozwijających się, dlatego również w oprogramowaniu SWD nastąpi wzrost przychodów.";"jestem raczej pewnien (pewna)"
"2.1";465;0,5;0,2;"n/a";10;25;45;70;"Zakładam kilkuprocentowy (przyjąłem 3%) wzrost przychodów rok do roku. Wobec narastającej lawinowo ilości informacji, bez stosowania SWD nie będzie możliwa ich analiza tradycyjnymi sposobami. Dlatego popyt na SWD będzie narastał.";"wyrażam tylko swój subiektywny pogląd"
"2.1";494;0,8;0,5;"n/a";10;15;20;25;;"wyrażam tylko swój subiektywny pogląd"
"2.1";506;0,7;0,2;"n/a";20;40;60;80;"dssresources.com";"wyrażam tylko swój subiektywny pogląd"
"2.1";507;0,4;0,2;"n/a";20;100;600;2500;"Prawdopodobnie wzrost wykładniczy";"wyrażam tylko swój subiektywny pogląd"
"2.1";512;0,5;0,2;"n/a";20;25;65;70;"Po rozpowszechnieniu systemów SWD nastąpi gwałtowny wzrost przychodów.";"wyrażam tylko swój subiektywny pogląd"
"2.1";513;0,5;0,2;"n/a";30;40;60;80;"SWD w finansach i wojskowości przyczynią się do znacznego wzrostu nakładu finansowego";"jestem raczej pewnien (pewna)"
"2.1";514;0,5;0,2;"n/a";10;20;40;60;"Początkowo ponoszone będą duże koszty związane z utworzeniem odpowiedniej technologii, później gdy będzie wykorzystywana i sprzedawana, przychód będzie się zwiększał znacząco szybciej";"wyrażam tylko swój subiektywny pogląd"
"2.1";517;0,5;0,2;"n/a";20;30;50;50;"SWD w finansach przyczynią się do wzrostu nakładu w zamożnych krajach, do największego wzrostu przycznyni się wprowadzenie SWD do wojska na które przeznaczonych jest wiele funduszy";"wyrażam tylko swój subiektywny pogląd"
