12;"Perspektywy rozwoju systemów regułowych";;;;;;;;;
;"kod tezy:";;;;;;;;;
"12.1";"Ilość powszechnie dostępnych on-line systemów diagnostycznych (płatnych i bezpłatnych)";;;;;;;;;
;"kod pytania:";"Q";;;;;;;;
;"jednostka:";;;;;;;;;
;"sposób analizy:";;;;;;;;;
;"id użytkownika";"Współczynnik kompetencji";"Współczynnik samooceny";"Stan obecny";"Stan w roku 2015";"Stan w roku 2020";"Stan w roku 2025";"Dalszy rozwój do roku 2030";"Uwagi";"Stopień pewności"
"12.1";68;0,5;0,2;"n/a";7000;8000;9500;12000;"www.issm.org";"pewność"
"12.1";140;0,8;0,2;"n/a";100;200;250;300;;"wyrażam tylko swój subiektywny pogląd"
"12.1";248;0,4;0,2;"n/a";5;;20;;;"wyrażam tylko swój subiektywny pogląd"
"12.1";284;0,8;0,2;"n/a";150;250;500;1000;"Systemy diagnostyczne on-line będą cieszyć się zdecydowaną popularnością w kolejnych latach, jednak znaczna przewagę w udziale na rynku będą miały systemy płatne ze względu na wymagane znaczne inwestycje w celu ich implementacji co niesie za sobą konieczność zwrotu inwestycji";"z dużym prawdopodobieństwem"
"12.1";315;0,6;0,75;"n/a";20;100;120;80;"Zalezy od uregulowan prawno etycznych";"wyrażam tylko swój subiektywny pogląd"
"12.1";344;1;0,5;"n/a";1000;5000;10000;100000;;"wyrażam tylko swój subiektywny pogląd"
"12.1";347;0,5;0,2;"n/a";500;1500;1900;2300;"""Liczba systemów diagnostycznych dostępnych on-line zdecydowanie wzrośnie ze względu na wzrost popularności SWD i idące za tym nowe perspektywy biznesowe.""";"jestem raczej pewnien (pewna)"
"12.1";353;0,5;0,2;"n/a";1000;5000;8000;10000;;"wyrażam tylko swój subiektywny pogląd"
"12.1";354;0,5;0,2;"n/a";50;100;150;400;"można szacować ilość liczących się systemów gdyż pomniejszych prawdopodobnie już jest parę setek";"wyrażam tylko swój subiektywny pogląd"
"12.1";364;0,6;0,2;"n/a";50;100;500;1000;"oszacowanie własne na podstawie ogólnej wiedzy";"wyrażam tylko swój subiektywny pogląd"
"12.1";367;0,7;0,2;"n/a";100;150;200;300;"opinia własna";"wyrażam tylko swój subiektywny pogląd"
"12.1";398;0,1;0,2;"n/a";20;30;50;80;;"wyrażam tylko swój subiektywny pogląd"
"12.1";407;0,5;0,2;"n/a";40;70;80;90;"W początkowej fazie nastapi intensywny wzrost liczby systemów, następnie nacisk zostanie położony na zwiększenie uniwersalności rozwiązań dlatego przyrost liczby nowych systemów ulegnie zmniejszeniu.";"wyrażam tylko swój subiektywny pogląd"
"12.1";413;0,5;0,2;"n/a";500;600;650;700;"Ciężko mi dokładnie określić liczbę, ale zakładam że wchodzą tutaj wszystkie systemy profesjonalne, amatorskie, robione jako jakieś testowe projekty itd.";"wyrażam tylko swój subiektywny pogląd"
"12.1";415;0,5;0,2;"n/a";1000;2500;3000;2500;"Nie wiem co mają diagnozować dane systemy oraz jakiego rzędu wielkości to mają być, założyłam że tysiące";"wyrażam tylko swój subiektywny pogląd"
"12.1";416;0,9;0,2;"n/a";100;150;200;300;"Trudno mi szacować ile takich systemów jest obecnie. Wiem, że są one niezwykle ważne, a dodatkowo skuteczne. Dlatego zakładam ich duży rozwój. Do 2025 ich liczba może się podwoić, a do 2030 potroić.";"wyrażam tylko swój subiektywny pogląd"
"12.1";417;0,01;0,2;"n/a";1200;1300;1300;1500;;"wyrażam tylko swój subiektywny pogląd"
"12.1";418;0,5;0,2;"n/a";1000;5000;10000;100000;"Podane liczby są tylko orientacyjne.";"wyrażam tylko swój subiektywny pogląd"
"12.1";421;0,5;0,2;"n/a";30;60;150;400;"Obecna mała popularność takich systemów, oraz ich przydatność oraz fakt, że są pomocne sprawiają, że przypuszczam, że obecnie jest ich niewiele, lecz w latach kolejnych wzrost ich ilości będzie bardzo dynamiczny. Ich ilość będzie bardzo wzrastać w kolejnych latach";"nie jestem pewien,ale chciałbym by tak było"
"12.1";423;0,6;0,2;"n/a";500;700;900;650;"Uważam, że ilość systemów będzie wzrastać, ale do pewnego momentu. Prognozuję, że nastąpi spadek ilości spowodowany zamykaniem nierentowych serwisów i fuzjom innych. Trudno było określić ilość systemów diagnostycznych istniejących obecnie, dlatego podane liczby wskazują bardziej na trend niż rzeczywiste wartości";"wyrażam tylko swój subiektywny pogląd"
"12.1";452;0,5;0,2;"n/a";25;40;75;100;"Lepsze warunki połączenia z internetem sprzyjają powstawaniu wielu różnych serwisów oraz dają przepustkę systemom bardziej wymagającym. W przyszłości dostęp będzie o wiele swobodniejszy - na tyle, że Internet przestanie być barierą";"nie jestem pewien,ale chciałbym by tak było"
"12.1";462;0,5;0,4;"n/a";150;230;300;350;"Liczba dostępnych systemów regułowych będzie rosnąć. Trudno określić liczby bezwzględne, jednak najprawdopodobniej liczba takich systemów przekracza 100.";"wyrażam tylko swój subiektywny pogląd"
"12.1";465;0,5;0,2;"n/a";200;300;500;600;"Trudno oszacować rzeczywistą liczbę systemów. Jednak stają się one coraz bardziej popularne. Często w życiu codziennym, szukając w sieci informacji na temat różnych dolegliwości można spotkać takie systemy. Prognozuję, że wraz z dynamicznym rozwojem dostępu do sieci, liczba takich systemów również znacznie wzrośnie.";"wyrażam tylko swój subiektywny pogląd"
"12.1";494;0,8;0,5;"n/a";10;20;20;40;"Jest to ciężka do oszacowania liczba, ponieważ każda dziedzina która stanowi temat dla SWD jak medycyna, finanse, podróże itd. będzie rozwijać według własnego tempa zależnego od liczby klientów w tych sektorach gospodarki, którzy podejmując decyzję będą mogli/chcieli skorzystać z takich systemów.";"wyrażam tylko swój subiektywny pogląd"
"12.1";506;0,7;0,2;"n/a";50;60;60;60;"Zwiększanie bardziej jakości niż ilości";"wyrażam tylko swój subiektywny pogląd"
"12.1";512;0,5;0,2;"n/a";1;11;41;200;"Na początku pojawią się dwa konkurencyjne rozwiązania, które będą prowadziły ze sobą wojnę o to, które powstało pierwsze i zajęte walką między sobą nie zauważą jak powstanie konkurencja, która zmiecie te dwa początkowe rozwiązania z rynku";"nie jestem pewien,ale chciałbym by tak było"
"12.1";513;0,5;0,2;"n/a";20;200;1000;30000;;"wyrażam tylko swój subiektywny pogląd"
"12.1";514;0,5;0,2;"n/a";10;100;200;300;"Obecnie dostępna jest bardzo mała ilość systemów powszechnie dostępnych ponieważ większość z nich to projekty badawcze realizowane na uczelniach wyższych, będące w trakcie realizacji. W latach późniejszych liczba ta powinna się zwiększyć ze względu na opublikowanie systemów, które obecnie są w produkcji.";"pewność"
"12.1";520;0,5;0,2;"n/a";40;100;170;250;;"wyrażam tylko swój subiektywny pogląd"
"12.1";523;0,4;0,75;"n/a";100;150;200;400;"computerworld";"wyrażam tylko swój subiektywny pogląd"
"12.1";524;0,2;0,2;"n/a";100;120;140;180;"Opinia własna";"wyrażam tylko swój subiektywny pogląd"
"12.1";547;0,1;0,2;"n/a";300;1000;3000;5000;"Systemy diagnostyczne online będą stawały się coraz bardziej popularne ze względu na wygodę użycia tego typu rozwiązań";"wyrażam tylko swój subiektywny pogląd"
"12.1";548;0,1;0,2;"n/a";6000;7000;8500;11000;"Parametr ciężki do określenia";"nie jestem pewien,ale chciałbym by tak było"
"12.1";549;0,1;0,75;"n/a";55;70;150;270;"Rozwój społeczności i internetu wymaga rozwoju tego typu serwisów. Obecnie stanowią pewną nisze, ale na przestrzni kolejnych lat będą odgrywać coraz większą rolę.";"wyrażam tylko swój subiektywny pogląd"
"12.1";550;0,1;0,2;"n/a";7000;8000;9500;12000;"www.issm.org";"pewność"
"12.1";551;0,1;0,2;"n/a";100;500;3000;12000;;"wyrażam tylko swój subiektywny pogląd"
"12.1";552;0,1;0,2;"n/a";100;200;250;300;"Rozwoj spolecznosci internetowej wymaga równoczesnego rozwoju tego typu serwisow.";"wyrażam tylko swój subiektywny pogląd"
"12.1";554;0,1;0,2;"n/a";25;40;70;100;"Lepsze warunki polaczenia z Internetem sprzyjają powstawaniu wielu roznych serwisow oraz daja przepustke systemom bardziej wymagającym. W przyszłości dostep będzie o wiele swobodniejszy - na tyle ze Internet przestanie być bariera.";"wyrażam tylko swój subiektywny pogląd"
"12.1";556;0,05;0,2;"n/a";200;450;500;1000;"Ilość takich systemów będzie bardzo szybko rosła";"nie jestem pewien,ale chciałbym by tak było"
"12.1";558;0,1;0,2;"n/a";6000;7000;8500;1100;"Parametr ciężki do określenia";"nie jestem pewien,ale obawiam się, że może tak być"
"12.1";564;0,1;0,2;"n/a";7000;8000;9500;1200;"issm.org";"pewność"
"12.1";565;0,05;0,2;"n/a";2;5;23;50;"Własna obserwacja";"wyrażam tylko swój subiektywny pogląd"
"12.1";566;0,2;0,2;"n/a";100;300;400;500;"Szacowany jest gwałtowny rozwój a następnie stabilizacja";"wyrażam tylko swój subiektywny pogląd"
"12.1";567;0,2;0,2;"n/a";0;30;80;100;"Trudność w dostępie do medycznych baz danych skutkuje brakiem dostatecznej ilości danych do baz wiedzy. Chęć zysku warunkuje powstawanie raczej systemów płatnych. Wersja on-line jest ograniczona w pozyskaniu danych o stanie pacjenta i nie jest w stanie obecnie zastąpić diagnozy lekarza.";"wyrażam tylko swój subiektywny pogląd"
"12.1";579;0,7;0,2;"n/a";50;120;200;320;"Własne analizy";"wyrażam tylko swój subiektywny pogląd"
"12.2";"Procentowy udział przedsiębiorstw w krajach OECD stosujących systemy regułowe";;;;;;;;;
;"kod pytania:";"P";;;;;;;;
;"jednostka:";"procent";;;;;;;;
;"sposób analizy:";;;;;;;;;
;"id użytkownika";"Współczynnik kompetencji";"Współczynnik samooceny";"Stan obecny";"Stan w roku 2015";"Stan w roku 2020";"Stan w roku 2025";"Dalszy rozwój do roku 2030";"Uwagi";"Stopień pewności"
"12.2";68;0,5;0,2;"n/a";1;4;10;10;"Mało danych historycznych";"z dużym prawdopodobieństwem"
"12.2";128;0,7;0,2;"n/a";30;50;80;90;;"nie jestem pewien,ale chciałbym by tak było"
"12.2";140;0,8;0,2;"n/a";10;15;20;25;;"wyrażam tylko swój subiektywny pogląd"
"12.2";248;0,4;0,2;"n/a";;;;40;;"wyrażam tylko swój subiektywny pogląd"
