13;"Problemy kreatywności w projektowaniu systemów eksperckich, SWD, i podejmowaniu decyzji";;;;;;;;;
;"kod tezy:";;;;;;;;;
"13.1";"Powstaną adekwatne uniwersalne wskaźniki kreatywności i metody ich pomiaru na podstawie zarówno efektów działalności kreatywnej, jak i parametrów psychofizjologicznych (ruchy gałki ocznej, puls, ciśnienie krwi itp.), które umożliwiać będą sprzężenie zwrotne w czasie rzeczywistym w systemach wspomagania kreatywności. Proszę określić skumulowane prawdopodobieństwo (narastająco) powstania takich wskaźników w podanych okresach czasu ";;;;;;;;;
;"kod pytania:";"R";;;;;;;;
;"jednostka:";"procent";;;;;;;;
;"sposób analizy:";;;;;;;;;
;"id użytkownika";"Współczynnik kompetencji";"Współczynnik samooceny";"Stan obecny";"Stan w roku 2015";"Stan w roku 2020";"Stan w roku 2025";"Dalszy rozwój do roku 2030";"Uwagi";"Stopień pewności"
"13.1";68;0,5;0,2;"n/a";10;10;30;50;;"wyrażam tylko swój subiektywny pogląd"
"13.1";140;0,8;0,2;"n/a";15;20;45;60;;"wyrażam tylko swój subiektywny pogląd"
"13.1";284;0,8;0,2;"n/a";5;10;25;40;"Pomiar podanych cech nie jest trudny w realizacji, jednak problem stanowi odpowiednia analiza danych oraz integracja z systemem wspomagania kreatywności";"jestem raczej pewnien (pewna)"
"13.1";315;0,6;0,75;"n/a";15;25;35;45;"Zalezy od dostepnosci weryfikowalnych danych w dosteponych zasobach";"wyrażam tylko swój subiektywny pogląd"
"13.1";347;0,5;0,2;"n/a";1;45;75;95;"""Prawdopodobieństwo powstania takich wskaźników już w najbliższych latach jest znikome, jednak do roku 2030 ich powstanie jest prawie pewne ze względu na duże zainteresowanie zagadnieniem.""";"z dużym prawdopodobieństwem"
"13.1";353;0,5;0,2;"n/a";10;25;30;35;;"wyrażam tylko swój subiektywny pogląd"
"13.1";354;0,5;0,2;"n/a";0;2;5;20;"aktualne trendy w rozwoju społeczeństwa nie wróżą dobrej przyszłości systemom tego rodzaju. Ludzie nastawiają się na powtarzanie czynności i poprzez metodologię nauki zanika potrzeba kreatywności.";"wyrażam tylko swój subiektywny pogląd"
"13.1";364;0,6;0,2;"n/a";1;3;4;10;"oszacowanie własne na podstawie ogólnej wiedzy";"wyrażam tylko swój subiektywny pogląd"
"13.1";367;0,7;0,2;"n/a";1;2;3;4;"opinia własna";"wyrażam tylko swój subiektywny pogląd"
"13.1";398;0,1;0,2;"n/a";20;25;30;50;;"wyrażam tylko swój subiektywny pogląd"
"13.1";407;0,5;0,2;"n/a";3;10;15;20;"Tematyka badania kreatywności w systemach autonomicznych jest bardzo nową dziedziną badań, dlatego prawdopodobieństwo powstania przełomowych badań w najbliższych latach jest stosunkowo niskie ale będzie rosło wraz z rozwojem dziedziny.";"wyrażam tylko swój subiektywny pogląd"
"13.1";413;0,5;0,2;"n/a";5;10;20;40;"Na uniwersytetach istnieją już prototypy takich metod. Kwestia czy są one potrzebne w zastosowaniach komercyjnych.";"wyrażam tylko swój subiektywny pogląd"
"13.1";415;0,5;0,2;"n/a";3;5;25;40;"Pomimo iż jest to gorący temat, postępy nie będą widoczne ani dostępne od razu";"wyrażam tylko swój subiektywny pogląd"
"13.1";416;0,9;0,2;"n/a";0;0;5;15;"Nie jestem pewien czy istnieją takie uniwersalne wskaźniki kreatywności. Na ten moment nie słyszałem o żadnych badaniach, które by o tym mówiły, więc zakładam, że w najbliższym czasie nic się w tej kwestii nie zmieni. W przyszłości może się jednak okazać, że uda się coś odkryć.";"wyrażam tylko swój subiektywny pogląd"
"13.1";417;0,01;0,2;"n/a";4;4;10;20;;"wyrażam tylko swój subiektywny pogląd"
"13.1";418;0,5;0,2;"n/a";2;5;10;15;"Powstanie takich wskaźników wydaje mi się bardzo mało prawdopodobne. O ile efekty działalności kreatywnej można w jakiś sposób ocenić/zmierzyć, to parametry psychofizyczne, w szczególności wymienione w pytaniu, mogą być różne dla różnych badanych osób i nie zawsze mogą oznaczać to samo.";"wyrażam tylko swój subiektywny pogląd"
"13.1";421;0,5;0,2;"n/a";0;0;2;5;"Przypuszczalnie, ludzka kreatywność jest czynnikiem zbyt trudnym do zbadania. Nie sądzę, iż za pomocą grupy uniwersalnych badań i wskaźników można wyznaczyć wartość z jakiejś wcześniej wymyślonej skali. Nie wykluczam jednak, że jest to możliwe.";"wyrażam tylko swój subiektywny pogląd"
"13.1";423;0,6;0,2;"n/a";5;10;20;30;"Wydaje się, że jest to bardzo trudne zagadnienie, którego rozwój jest niemożliwy bez rozwoju kognitywistyki. Dlatego prognozuję, że prawdopodobieństwo powstania takich wskaźników będzie małe, choć rosnące w prognozowanym przedziale czasu.";"wyrażam tylko swój subiektywny pogląd"
"13.1";452;0,5;0,2;"n/a";10;15;60;90;"Na razie nie ma mocy obliczeniowe do rzeczywistej interpretacji.";"wyrażam tylko swój subiektywny pogląd"
"13.1";462;0,5;0,4;"n/a";4;10;10;30;"Trwają badania nad podobnymi metodami, w najbliższym czasie najprawdopodobniej nie dojdzie do przełomu, ale za kilkanaście lat może się to zmienić.";"wyrażam tylko swój subiektywny pogląd"
"13.1";465;0,5;0,2;"n/a";0;0;0;0;"Mimo dynamicznego rozwoju nauki i technologii ludzki mózg i psychika nadal pozostają tajemnicą. Uważam, że w ciągu najbliższych kilkudziesięciu lat nie uda się nikomu tak zgłebić tych tajników, aby móc sparametryzować działanie ludzkiego mózgu.";"wyrażam tylko swój subiektywny pogląd"
"13.1";494;0,8;0,5;"n/a";2;3;5;15;;"wyrażam tylko swój subiektywny pogląd"
"13.1";506;0,7;0,2;"n/a";0;5;10;20;"Trudność zagadnienia i stosunkowo mały nacisk badawczy";"wyrażam tylko swój subiektywny pogląd"
"13.1";512;0,5;0,2;"n/a";99;100;100;100;"Takie metody już istnieją - z czasem zaczniemy je tylko świadomie stosować";"wyrażam tylko swój subiektywny pogląd"
"13.1";513;0,5;0,2;"n/a";0;5;10;15;"Nie wynaleziono jeszcze metody pomiaru innowacyjności";"wyrażam tylko swój subiektywny pogląd"
"13.1";514;0,5;0,2;"n/a";5;5;10;15;"Możliwe jest powstanie takich systemów, jednak ze względu na skomplikowane działanie organizmu ludzkiego jak też faktu, iż każdy człowiek jest inny (poprzez doświadczenia jakich dokonał w przeszłości) stworzenie dobrego wskaźnika może być wyjątkowo trudnym zadaniem";"z dużym prawdopodobieństwem"
"13.1";517;0,5;0,2;"n/a";0;10;20;30;"Kreatywność niezwykle ciężką rzeczą do pomiaru, a sztuczne sieci neuronowe, które mogłoby oceniać w subiektywny sposób efekt kreatywności nie powstaną jeszcze przez długi czas";"nie jestem pewien,ale chciałbym by tak było"
"13.1";520;0,5;0,2;"n/a";5;15;25;40;;"wyrażam tylko swój subiektywny pogląd"
"13.1";523;0,4;0,75;"n/a";25;40;65;65;"pogląd własny";"wyrażam tylko swój subiektywny pogląd"
"13.1";524;0,2;0,2;"n/a";10;10;10;10;"Opinia własna";"wyrażam tylko swój subiektywny pogląd"
"13.1";547;0,1;0,2;"n/a";3;10;25;50;"Pomiar podanych cech nie jest trudny w realizacji, jednak problem stanowi odpowiednia analiza danych oraz integracja z systemem wspomagania kreatywności";"wyrażam tylko swój subiektywny pogląd"
"13.1";548;0,1;0,2;"n/a";10;40;50;60;"Odbiór czyjejś pracy jest rzeczą subiektywną, trudno będzie znaleźć obiektywny wskaźnik.";"z dużym prawdopodobieństwem"
"13.1";549;0,1;0,75;"n/a";5;10;25;40;;"wyrażam tylko swój subiektywny pogląd"
"13.1";550;0,1;0,2;"n/a";10;40;50;60;"Odbiór czyjejś pracy jest rzeczą subiektywną. Trudno znaleźć obiektywny wskaźnik.";"z dużym prawdopodobieństwem"
"13.1";551;0,1;0,2;"n/a";10;20;40;70;"Parametry psychofizyczne są łatwiej mierzalne";"wyrażam tylko swój subiektywny pogląd"
"13.1";552;0,1;0,2;"n/a";10;15;35;60;"-";"wyrażam tylko swój subiektywny pogląd"
"13.1";554;0,1;0,2;"n/a";5;20;70;100;"Na razie nie ma mocy obliczeniowej do rzeczywistej interpretacji.";"wyrażam tylko swój subiektywny pogląd"
"13.1";556;0,05;0,2;"n/a";1;2;4;5;"Wraz ze wzrostem środków przeznaczanych na rozwój nauki przyspieszą badania nad przełomowymi odkryciami i przyczyni się to do nowych zaskakujących odkryć";"jestem raczej pewnien (pewna)"
"13.1";558;0,1;0,2;"n/a";30;35;50;70;"Postęp techniczny, rozwój wiedzy o społeczeństwie zwiększy szanse na określenie takich wskaźników.";"wyrażam tylko swój subiektywny pogląd"
"13.1";564;0,1;0,2;"n/a";50;55;65;70;"Stopień kreatywności na podstawie unikatowości, wobec czego nie powinno być trudne.";"pewność"
"13.1";565;0,05;0,2;"n/a";0;0;0;100;"Rozwój systemów informatycznych";"wyrażam tylko swój subiektywny pogląd"
"13.1";566;0,2;0,2;"n/a";5;15;25;40;"Powstanie wskaźników kreatywności będzie możliwe przy odpowiednio długimi pracami naukowymi";"wyrażam tylko swój subiektywny pogląd"
"13.1";567;0,2;0,2;"n/a";1;1;1;1;"W przypadku parametrów psychofizycznych stan zdrowia, stan emocjonalny oraz cechy osobiste mają duży wpływ na wynik badania, w związku z czym rezultat eksperymentu może nie dać wiarygodnych wyników.";"wyrażam tylko swój subiektywny pogląd"
"13.1";571;0,4;0,25;"n/a";5;15;50;80;;"pewność"
"13.1";579;0,7;0,2;"n/a";15;35;50;55;"Własne analizy";"wyrażam tylko swój subiektywny pogląd"
"13.2";"Badania kognitywistyczne umożliwią opracowanie i implementację aktywnych metod wspomagających efektywność procesu uczenia się, dostosowanych do różnych dziedzin. Proszę podać skumulowane prawdopodobieństwo (narastająco, w %) implementacji powszechnie dostępnego systemu wspomagającego uczenie się i posiadającego następujące cechy:";;;;;;;;;
;"kod pytania:";"R";;;;;;;;
;"jednostka:";"procent";;;;;;;;
;"sposób analizy:";;;;;;;;;
"13.2 a";"a) system wykorzystuje sensory określające na podstawie parametrów fizjologicznych użytkownika jego możliwości percepcji podczas nauki";;;;;;;;;
;"kod pytania:";"R";;;;;;;;
;"jednostka:";"procent";;;;;;;;
;"sposób analizy:";;;;;;;;;
;"id użytkownika";"Współczynnik kompetencji";"Współczynnik samooceny";"Stan obecny";"Stan w roku 2015";"Stan w roku 2020";"Stan w roku 2025";"Dalszy rozwój do roku 2030";"Uwagi";"Stopień pewności"
"13.2 a";68;0,5;0,2;"n/a";10;20;20;50;;"wyrażam tylko swój subiektywny pogląd"
"13.2 a";128;0,7;0,2;"n/a";10;;;;"Podane wartości prawdopodobieństwa dotyczą powszechnego zastosowania takich systemow.";"wyrażam tylko swój subiektywny pogląd"
"13.2 a";140;0,8;0,2;"n/a";10;25;30;45;;"wyrażam tylko swój subiektywny pogląd"
"13.2 a";284;0,8;0,2;"n/a";5;10;25;35;"Przy odpowiednio niskiej złożoności systemu jego szanse na efektywną implementację rosną";"jestem raczej pewnien (pewna)"
"13.2 a";315;0,6;0,75;"n/a";15;25;45;70;"Zalezy od uregulowan prawnych";"wyrażam tylko swój subiektywny pogląd"
"13.2 a";347;0,5;0,2;"n/a";;;;;"""Do 2015 roku system posiadający wszystkie wymienione cechy ma niewielkie szanse powstania, jednak do 2030 roku takie systemy będą istnieć na pewno biorąc pod uwagę tempo rozwoju technologicznego i użyteczność takich systemów.""";"z dużym prawdopodobieństwem"
"13.2 a";353;0,5;0,2;"n/a";20;30;40;60;;"wyrażam tylko swój subiektywny pogląd"
"13.2 a";354;0,5;0,2;"n/a";10;25;50;70;"powstaną najprawdopodobniej jako wycieki z systemów wojskowych";"wyrażam tylko swój subiektywny pogląd"
"13.2 a";364;0,6;0,2;"n/a";3;5;10;10;"oszacowanie własne na podstawie ogólnej wiedzy";"wyrażam tylko swój subiektywny pogląd"
"13.2 a";367;0,7;0,2;"n/a";2;3;3;4;"opinia własna";"wyrażam tylko swój subiektywny pogląd"
"13.2 a";398;0,1;0,2;"n/a";15;20;25;30;;"wyrażam tylko swój subiektywny pogląd"
"13.2 a";407;0,5;0,2;"n/a";5;20;40;60;"Jest to mechanizm stosunkowo prosty do zaimplementowania więc zapewne będzie bardzo szybko się rozpowszechniał.";"wyrażam tylko swój subiektywny pogląd"
"13.2 a";413;0,5;0,2;"n/a";10;15;25;40;"Myślę, że dość prawdopodobne.";"wyrażam tylko swój subiektywny pogląd"
"13.2 a";415;0,5;0,2;"n/a";15;40;55;90;"Z określonymi warunkami dotyczącymi każdego z poziomów percepcji będzie to możliwe dosyć szybko do osiągnięcia";"wyrażam tylko swój subiektywny pogląd"
"13.2 a";416;0,9;0,2;"n/a";10;30;45;60;"Takie systemy aktualnie nie istnieją, jednak szacowany wskaźnik ""możliwość percepcji"" wydaje mi się bardzo ogólny i względnie łatwy do oszacowania. Na pewno będzie możliwość oszacowania poziomu zmęczenia co w prosty sposób wpływa na możliwości percepcji.";"wyrażam tylko swój subiektywny pogląd"
"13.2 a";417;0,01;0,2;"n/a";2;2;1;2;;"wyrażam tylko swój subiektywny pogląd"
"13.2 a";418;0,5;0,2;"n/a";25;30;50;75;"Każda osoba inaczej będzie reagowała na różnego rodzaju bodźce, jednak po odpowiedniej kalibracji takich systemów i personalizacji będzie można w przybliżeniu określić jego możliwości percepcji.";"wyrażam tylko swój subiektywny pogląd"
"13.2 a";421;0,5;0,2;"n/a";0;0;1;3;"Przypuszczalnie stworzenie takich systemów wydaje mi się niezbyt prawdopodobne, lecz nie wykluczam, że za ponad 10 lat, powstaną możliwości mierzenia percepcji na podstawie parametrów fizjologicznych.";"jestem raczej pewnien (pewna)"
"13.2 a";423;0,6;0,2;"n/a";30;35;40;45;"Prognozuję, że będzie to rozwiązanie średnio trudne w implementacji, ale coraz bardziej prawdopodobne w miarę upływu czasu.";"wyrażam tylko swój subiektywny pogląd"
"13.2 a";452;0,5;0,2;"n/a";10;10;15;40;"Np. poziom koncentracji użytkownika wymaga badań mózgu, który jest najmniej zbadanym ludzkim organem";"wyrażam tylko swój subiektywny pogląd"
"13.2 a";462;0,5;0,4;"n/a";5;15;35;55;"Powstanie takiego systemu jest prawdopodobne, trwają badania np. w motoryzacji nad systemami które byłyby w stanie wykrywać oznaki zmęczenia, rozkojarzenia, braku koncentracji u kierowcy.";"z dużym prawdopodobieństwem"
"13.2 a";465;0,5;0,2;"n/a";5;5;5;10;"Parametryzacja ludzkich zachowań jest bardzo trudna. Jednak wyobrażam sobie, że percepcja i poziom zmęczenia może być w pewnym stopniu zmierzony. Czynniki takie jak mowa, ruch gałek ocznych, poziom opadania powieki czy naprężenie mięśnie mogą w niewielkim stopniu określić poziom zmęczenia człowieka. Jednak trudno spodziewać się, aby te oszacowania były dokładne.";"wyrażam tylko swój subiektywny pogląd"
"13.2 a";494;0,8;0,5;"n/a";4;5;10;30;"Powstanie takiego systemu jest zależne od czujników jakie będą w stanie oceniać badany obiekt, muszą być one małe i jednocześnie wysoce efektywne przy jednoczesnych możliwościach oceny wielu sytuacji czy parametrów badanego obiektu.";"wyrażam tylko swój subiektywny pogląd"
"13.2 a";506;0,7;0,2;"n/a";10;40;50;65;"Naturalny kierunek rozwoju systemów e-learningowych";"z dużym prawdopodobieństwem"
"13.2 a";512;0,5;0,2;"n/a";40;60;80;99;"Użytkownicy prawdopodobnie nie będą rozumieli sposobu działania systemu, ale problem szybko zostanie rozwiązany w ścisłej współpracy pomiędzy programistami i testerami";"wyrażam tylko swój subiektywny pogląd"
"13.2 a";513;0,5;0,2;"n/a";70;80;90;99;"O ile sprawdzenie koncentracji i pomiar efektywności uczenia są stosunkowo proste do zrealizowania, to w przypadku kreatywności problemem jest brak znanych miarodajnych metod jej pomiaru i stymulacji.";"wyrażam tylko swój subiektywny pogląd"
"13.2 a";514;0,5;0,2;"n/a";50;60;70;75;"Jest bardzo prawdopodobne powstanie takiego systemu, gdyż już dzisiaj istnieją rozwiązania badające postępy użytkownika w nauce danej dziedziny i pomoc w lepszym jej przyswajaniu. Jedynym utrudnieniem może być mierzenie kreatywności użytkownika z racji iż jest to skomplikowany proces, którego nie da się zbadać w prosty sposób. Osoba może być wybitną w jednej z dziedzin a w innych nie wykazywać kreatywności, należy stworzyć wskaźniki, które będą brały takie informacje pod uwage";"wyrażam tylko swój subiektywny pogląd"
"13.2 a";517;0,5;0,2;"n/a";70;80;90;95;"Utworzenie systemu monitorującego poziom koncentracji jest dość proste i zaimplementowane w wielu programach do nauki języków obcych. Problem stanowi pomiar kreatywności, gdyż kreatywność nie jest dobrze zdefiniowaną cechą- jej stymulowanie jest znacznie lżejsze";"wyrażam tylko swój subiektywny pogląd"
"13.2 a";520;0,5;0,2;"n/a";5;15;30;50;;"wyrażam tylko swój subiektywny pogląd"
"13.2 a";523;0,4;0,75;"n/a";70;80;90;90;"pogląd własny";"wyrażam tylko swój subiektywny pogląd"
