9;"Perspektywy kontynuacji trendów rozwojowych systemów mHealth i medycznych SWD";;;;;;;;;
;"kod tezy:";;;;;;;;;
"9.1";"Udział użytkowników internetu poszukujących porad w medycznych SWD on-line w % (kraje OECD)";;;;;;;;;
;"kod pytania:";"P";;;;;;;;
;"jednostka:";"procent";;;;;;;;
;"sposób analizy:";;;;;;;;;
;"id użytkownika";"Współczynnik kompetencji";"Współczynnik samooceny";"Stan obecny";"Stan w roku 2015";"Stan w roku 2020";"Stan w roku 2025";"Dalszy rozwój do roku 2030";"Uwagi";"Stopień pewności"
"9.1";68;0,5;0,2;"n/a";10;15;20;40;"W dzisiejszych czasach można zauważyć znaczący wpływa Internetu na życie obywateli. Coraz więcej ludzi przestawia się na korzystanie z usług oferowanych drogą elektroniczną, dlatego też udział użytkowników Internetu poszukujących porad w medycznych SWD będzie wzrastał.";"jestem raczej pewnien (pewna)"
"9.1";140;0,8;0,2;"n/a";30;35;35;45;;"wyrażam tylko swój subiektywny pogląd"
"9.1";284;0,8;0,2;"n/a";3;5;15;25;"Przy rosnących nakładach finansowych oraz postępującej informatyzacji znaczny rozwój SWD jest nieunikniony";"nie jestem pewien,ale chciałbym by tak było"
"9.1";315;0,6;0,75;"n/a";60;90;100;100;"Wyzszy poziom samoswiadomosci obywateli jest najwazniejszym czynnikiem rozwoju.";"wyrażam tylko swój subiektywny pogląd"
"9.1";347;0,5;0,2;"n/a";10;20;35;60;"""Udział użytkowników internetu poszukujących porad w medycznych SWD on-line obecnie i w najbliższych latach będzie niewielki ze względu na niewystarczająco dokładne systemy i nieznajomość zagadnienia w społeczeństwie. Po 2015 roku zacznie dynamicznie wzrastać wraz z rozwojem technologii i popularyzacją SWD, do 2030 roku szacuję, że ponad połowa użytkowników internetu będzie wspomagać się medycznymi SWD on-line""";"z dużym prawdopodobieństwem"
"9.1";353;0,5;0,2;"n/a";45;55;60;75;;"wyrażam tylko swój subiektywny pogląd"
"9.1";354;0,5;0,2;"n/a";20;55;90;100;"zakładając że każdy ma dostęp do internetu";"wyrażam tylko swój subiektywny pogląd"
"9.1";361;0,6;0,2;"n/a";2;5;20;50;;"wyrażam tylko swój subiektywny pogląd"
"9.1";363;0,5;0,2;"n/a";10;20;50;80;;"wyrażam tylko swój subiektywny pogląd"
"9.1";364;0,6;0,2;"n/a";10;25;50;65;"oszacowanie własne na podstawie ogólnej wiedzy";"wyrażam tylko swój subiektywny pogląd"
"9.1";367;0,7;0,2;"n/a";5;5;10;10;"opinia własna";"wyrażam tylko swój subiektywny pogląd"
"9.1";398;0,1;0,2;"n/a";15;20;40;50;;"wyrażam tylko swój subiektywny pogląd"
"9.1";407;0,5;0,2;"n/a";45;50;60;70;"W internecie znajduje się już obecnie bardzo wiele różnorodnych źródeł informacji medycznej np. artykuły, fora, wyszukiwarki leków i schorzeń. Coraz częściej ludzie starają się zasięgać opinii z wielu źródeł i weryfikować zalecenia lekarzy, a także konsultować się z innymi osobami, które borykały się z podobnymi problemami (powstają nawet dedykowane portale społecznościowe skierowane do ludzi, którzy chca porozmawiać z innymi ludźmi którzy chorują na te same choroby) przewiduję że trend ten będzie zyskiwał na sile.";"wyrażam tylko swój subiektywny pogląd"
"9.1";413;0,5;0,2;"n/a";5;5;10;10;"Sądzę, że ludzie nie maja jeszcze zaufania do tego typu rozwiązań.";"wyrażam tylko swój subiektywny pogląd"
"9.1";415;0,5;0,2;"n/a";10;35;60;75;"po powstaniu dobrych systemów dających prawidłowe diagnozy dużo łatwiej będzie samodzielnie zorientować się w przypadłości niż iść do lekarza";"wyrażam tylko swój subiektywny pogląd"
"9.1";416;0,9;0,2;"n/a";50;50;50;50;"Wg mnie prawie wszyscy użytkownicy internetu, którzy stykają się z chorobami, mniej lub bardziej poszukują również informacji w internecie. Pomijam tutaj osoby, które dotyka tylko przeziębienie, ponieważ taka prosta niedyspozycja nie wymaga poszukiwań w internecie. Zakładam, że sytuacja problemów medycznych się nie zmieni, a co za tym idzie nie zmieni się sytuacja na rynku poszukiwania informacji w sieci na ten temat.";"wyrażam tylko swój subiektywny pogląd"
"9.1";417;0,01;0,2;"n/a";4;4;3;5;;"wyrażam tylko swój subiektywny pogląd"
"9.1";418;0,5;0,2;"n/a";5;5;5;5;"Poziom będzie się utrzymywał na mniej więcej tym samym poziomie, ponieważ nie jest istotne jak dobre będą systemy, jest to tylko zależne od preferencji ludzkich. Niektórzy ludzie nie lubią chodzić do lekarzy, wolą leczyć się sami i tacy właśnie ludzie będą poszukiwać porad w internecie.";"wyrażam tylko swój subiektywny pogląd"
"9.1";421;0,5;0,2;"n/a";30;30;30;30;"Sądzę, że odsetek ludzi którzy szukają pomocy medycznej w internecie będzie stały i nie będzie się zmieniał mimo upływu lat. Z grupy użytkowników internetu należy przypuszczalnie wyłączyć dzieci, młodzież, a także osoby starsze, które są bardziej ufne w relacjach z drugim człowiekiem.";"wyrażam tylko swój subiektywny pogląd"
"9.1";423;0,6;0,2;"n/a";50;70;90;95;"Już obecnie, wzrasta ilość uzyskujących i udzielających porad medycznych on-line. Przewiduję rozwój takich systemów i wzrost zaufania pacjentów i lekarzy, co przełoży się na wzrost użytkowników.";"wyrażam tylko swój subiektywny pogląd"
"9.1";452;0,5;0,2;"n/a";30;40;50;50;"Stabilny wzrost zaufania do metod SWD on-line wraz z ich popularyzacją.";"nie jestem pewien,ale chciałbym by tak było"
"9.1";462;0,5;0,4;"n/a";5;10;15;25;"Aktualnie systemy te nie są popularne, systemy tego typu budzą strach o prywatność i wrażliwe dane. W przyszłości nastąpi wzrost zaufania i popularności dla tych systemów.";"wyrażam tylko swój subiektywny pogląd"
