"14.";"Pojawią sie nowe technologie, trendy, zdarzenia i nowe zjawiska społeczne, które będą mieć znaczący wpływ na trendy opisane w pytaniach do poprzednich tez";;;;;;;;;
;"kod tezy:";;;;;;;;;
"14.1";"Proszę podać opis zjawisk, a następnie określić dystrybuantę (sumaryczne prawdopodobieństwo) ich wystąpienia w kolejnych okresach (maks. 10 zjawisk)";;;;;;;;;
;"kod pytania:";"T";;;;;;;;
;"jednostka:";;;;;;;;;
;"sposób analizy:";;;;;;;;;
;"id użytkownika";"Współczynnik kompetencji";"Współczynnik samooceny";"Opis";"Do roku 2015";"Do roku 2020";"Do roku 2025";"Przed rokiem 2030";"Uwagi wyjaśnienia, źródła i uzasadnienia prognoz";"Stopień pewności odpowiedzi"
"14.1";68;0,5;0,2;;2;4;5;10;;"wyrażam tylko swój subiektywny pogląd"
"14.1";140;0,8;0,2;"nano i kwantowe systemy informatyki";20;30;35;50;"brak";"wyrażam tylko swój subiektywny pogląd"
"14.1";315;0,6;0,75;"Rezygnacja ze scentralizowanych, komercyjnych SWD na rzecz alternatywy Open-Source opartej na wolnym oprogramowaniu";5;80;100;100;"Jest to optymistyczna prognoza zakladajaca uwolnienie zasobow z korporacji, uniwersytetow i zniesienie sztywnych praw autorskich w wypadku tworcow - ale tylko wtedy mozemy mowic o zrownowazonym rozwoju spoleczenst a nie garstki wybrancow w systemach demokracji fasadowej";"wyrażam tylko swój subiektywny pogląd"
"14.1";344;1;0,5;"Kryzys klasycznych architektur Von Neumana. Przejście do nowych modeli i architektur obliczeń symbolicznych.";0;5;10;15;;"wyrażam tylko swój subiektywny pogląd"
"14.1";347;0,5;0,2;"""Ataki terrorystyczne""";98;90;75;60;"""Ataki terrorystyczne fanatyków religijnych doprowadzą do zniszczenia części ważnych ośrodków badawczych, przyczyniając się jednak do nasilenia badań w dziedzinie SWD w obszarze bezpieczeństwa narodowego, np. monitoring osób, maszyn, dokładne bazy wiedzy wytwarzanej broni i handlu nią, systemy prognozowania zagrożeń i doradztwa w przeciwdziałaniu im""";"jestem raczej pewnien (pewna)"
"14.1";347;0,5;0,2;"""Zalewanie dużych terenów nadmorskich z powodu globalnego ocieplenia""";5;25;45;70;"""Spowoduje to szybszy rozwój SWD w ochronie środowiska""";"jestem raczej pewnien (pewna)"
"14.1";347;0,5;0,2;"""Wzrost występowania chorób psychicznych spowodowanych zbyt wysoką informatyzacją życia codziennego""";5;15;25;35;"""Długotrwała ekspozycja na sztuczne światło monitorów, zakłócenia emitowane przez urządzenia elektryczne spowodują zaburzenia w biologicznym trybie życia człowieka, bezsenność, pociągając za sobą wzrost zapadania na choroby psychiczne, spotęgowany poczuciem zależności od maszyn i braku wolnej woli. Pociągnie to za sobą rozwój medycznych SD dla chorób psychicznych""";"jestem raczej pewnien (pewna)"
"14.1";347;0,5;0,2;"""Wysokie skażenie powietrze powodujące epidiemię chorób grzybicznych układu oddechowego""";15;20;30;40;"""Zjawisko to wspłynie na przyspieszenie badań nad medycznymi SWD w pulmunologii oraz SWD w ochronie środowiska""";"jestem raczej pewnien (pewna)"
"14.1";347;0,5;0,2;"""Wynalezienie skutecznego lekarstwa na raka""";4;10;25;40;"""Odkrycie to zrewolucjonizuje onkologię i silnie wpłynie na medyczne SWD w onkologii""";"jestem raczej pewnien (pewna)"
"14.1";353;0,5;0,2;"Rozczarowanie społeczeństwa nowoczesnymi technologiami, Internetem i urządzeniami mobilnymi.";3;5;15;25;;"wyrażam tylko swój subiektywny pogląd"
"14.1";354;0,5;0,2;"niestarzenie";3;10;30;50;"spowoduje zmianę ukierunkowania działania gospodarki. Priorytet zyskają cele długoterminowe.";"wyrażam tylko swój subiektywny pogląd"
"14.1";364;0,6;0,2;"Odkrycie taniego, powszechnego, niewyczerpalnego źródła energii";3;4;5;15;"oszacowanie własne na podstawie ogólnej wiedzy";"wyrażam tylko swój subiektywny pogląd"
"14.1";367;0,7;0,2;"rozpad Unii Europejskiej";3;10;40;60;"opinia własna";"wyrażam tylko swój subiektywny pogląd"
"14.1";398;0,1;0,2;;50;50;50;50;;"wyrażam tylko swój subiektywny pogląd"
"14.1";407;0,5;0,2;"Intensywne bogacenie się krajów azjatyckich";20;50;70;90;"Obecnie obserwujemy już zmiany w światowych trendach gospodarczych spowodowane intensywnym bogaceniem się m.in. Chin. Powoduje to wzrost kosztów rozwoju technologii i produkcji.";"wyrażam tylko swój subiektywny pogląd"
"14.1";407;0,5;0,2;"Ogólnoświatowy kryzys gospodarczy";30;45;60;90;"Kryzys gospodarczy oznacza redukcję kosztów, w szczególności środków przeznaczonych na rozwój nowych technologii.";"wyrażam tylko swój subiektywny pogląd"
"14.1";407;0,5;0,2;"Konflikty na tle narodościowym w dobrze rozwiniętych państwach z imigrantami";40;60;90;100;"Narastające napięcie i niedoskonałość polityki migracyjnej w wielu rozwiniętych krajach świata obserwujemy juz teraz. Zmiany w polityce mogą oznaczać większe ograniczenie migracji dla dobrze wykształconych ludzi z biedniejszych krajów, ograniczenie współpracy międzynarodowej.";"wyrażam tylko swój subiektywny pogląd"
"14.1";413;0,5;0,2;"nowa wersja chmury";0;10;40;60;"Obecnie cały trend w informatyce skupia się na rozwiązaniach w chmurze. Uważam, że dziedzina SWD nie może sobie pozwolić aby zignorować tę technologię.";"wyrażam tylko swój subiektywny pogląd"
"14.1";415;0,5;0,2;"Kolonizacja księżyca";10;15;15;35;"Zagadnienie będzie wymagało nowych systemów pozwalających utrzymać życie w obszarze bez atmosfery.";"wyrażam tylko swój subiektywny pogląd"
"14.1";415;0,5;0,2;"Zderzenie asteroidy z ziemią";0;0;5;10;"Powstaną nowe systemy wczesnego wykrywania i obrony przed kolizją z ciałami niebieskimi";"wyrażam tylko swój subiektywny pogląd"
"14.1";416;0,9;0,2;"Paraliż sieci internet";5;10;25;50;"Sieć była projektowana na małą skalę, do połączenia kilku/kilkunastu komputerów na kampusie uczelnianym. Stosowane protokoły mogą sobie nie poradzić z rosnącą ilością urządzeń w sieci, jak również z nowymi technikami ataków (optymistyczną wiadomością jest to, że wszystkie urządzenia ciągle będą dostępne, potrzeba będzie tylko zaprojektować bezpieczniejsze i lepiej skalowalne protokoły, więc paraliż będzie dało się rozwiązać)";"wyrażam tylko swój subiektywny pogląd"
"14.1";417;0,01;0,2;"odkrycia związane z LHC";3;10;15;20;;"wyrażam tylko swój subiektywny pogląd"
"14.1";418;0,5;0,2;"Ataki terrorystyczne";5;25;50;100;"Europa jest zalewana falą imigrantów z różnych kontynentów, niestety przybysze ci mają odmienną mentalność od Europejczyków. Nasilające się ataki terrorystyczne zmuszą społeczeństwa europejskie do skoncentrowania swych sił na powstrzymaniu tych ataków i zapewnieniu obywatelom bezpieczeństwa co odbije się kosztem badania i rozwoju innych dziedzin.";"wyrażam tylko swój subiektywny pogląd"
"14.1";421;0,5;0,2;"Profesjonalne systemy prowadzące samochody za ludzi (autopilot)";5;15;30;45;"Pierwsze prototypy takich systemów już istnieją, a samochody produkowane fabrycznie już posiadają asystentów parkowania, działających na tych zasadach. Wydaje się więc tylko kwestią czasu, aż takie systemy wejdą do produkcji fabrycznej.";"z dużym prawdopodobieństwem"
"14.1";421;0,5;0,2;"Atak na wielkie państwo z wykorzystaniem paraliżu elektronicznego.";1;3;10;20;"Wraz z coraz większym rozwojem technologi i wzrasta uzależnienie działania miast, krajów od technologii. Pojęcie cyber-terroryzmu co prawda już istnieje, ale jego przejawów jeszcze nie doświadczyliśmy. Przypuszczalnie, takie zdarzenie może mieć miejsce w latach nadchodzących.";"nie jestem pewien,ale obawiam się, że może tak być"
"14.1";423;0,6;0,2;"Kryzys ekonomiczny";5;10;20;30;"Uważam, że może powstać kolejny kryzys ekonomiczny w przypadku braku odpowiedniej reformy ""mentalności finansowej"" świata. Może to mieć wpływ na istnienie i rozwój SWD w zakresie finansów.";"wyrażam tylko swój subiektywny pogląd"
"14.1";423;0,6;0,2;"Nowa teoria z zakresu neurokognitywistyki, która wyklucza obecnie istniejące i sprawdza się we wszystkich aspektach.";3;5;5;10;"Moim zdaniem jest to zjawisko mało prawdopodobne, ale warte zbadania, ponieważ może być przełomowe dla rozwoju technologii dotyczących kreatywności i nauki.";"wyrażam tylko swój subiektywny pogląd"
"14.1";423;0,6;0,2;"Protesty społeczne";25;35;35;45;"Wydaje mi się, że protesty społeczne w przypadku dużej ingerencji w prywatność są bardzo prawdopodobne i warte uwzględnienia.";"wyrażam tylko swój subiektywny pogląd"
"14.1";423;0,6;0,2;"Katastrofa naturalna";10;10;10;10;"Trudna do przewidzenia katastrofa naturalna może mieć wpływ na powstanie nowych technologii poprzez ubytek środków finansowych na rozwój technologiczny.";"wyrażam tylko swój subiektywny pogląd"
"14.1";452;0,5;0,2;"Sztuczny narząd wzroku";10;30;50;60;"Wiele firm pracuje nad możliwością przywrócenia osobom niewidomym wzroku. Sytuacja ta z biegiem lat może nabrać rozpędu a więc sukces przedsięwzięcia staje się coraz bardziej prawdopodobny";"wyrażam tylko swój subiektywny pogląd"
"14.1";452;0,5;0,2;"Podskórne wszczepianie układów mikroprocesorowych służących do identyfikacji ludności.";1;4;40;60;"Obecnie dąży się do coraz większej kontroli ludności przez rządy. Sytuacja ta jest bardzo prawdopodobna.";"wyrażam tylko swój subiektywny pogląd"
"14.1";462;0,5;0,4;"Rozproszone obliczenia kwantowe.";0;3;5;15;"Powstanie zaawansowanej sieci komputerów kwantowych o dużej mocy obliczeniowej, pracujących w chmurze.";"wyrażam tylko swój subiektywny pogląd"
"14.1";465;0,5;0,2;"Zbrojny konflikt światowy";3;10;25;30;"Według rosyjskiego naukowca Nikołaja Kondtatjewa najbliższa wojna światowa może wybuchnąć już w najbliższym dziesięcioleciu. Kondtatjew bazuje swoją prognozę na teorii cyklów. Cykle trwające od 40 do 60 lat są okresami rozwoju gospodarczego oraz technologicznego. Jednak po każdym cyklu mamy do czynienia z okresem silne niestabilności politycznej często prowadzącej do wojen. Ostatnie informacje na temat konfliktów na świecie oraz historia mogą sugerować, że w teorii naukowca może mieć swoje odzwierciedlenie w rzeczywistości. źródło:http://polish.ruvr.ru/2013_04_12/Naukowcy-obliczyli-prawdopodobienstwo-IV-wojny-swiatowej/";"wyrażam tylko swój subiektywny pogląd"
"14.1";465;0,5;0,2;"Epidemia";1;2;4;5;"Groźne epidemie które miały miejsce w przeszłości potrafiły skutecznie zastopować rozwój gospodarczy i technologiczny w wielu krajach. Jednak prawdopodobieństwo wystąpienia epidemii w dzisiejszych czasach jest dużo mniejsze niż wcześniej ze wzdlędu na znaczny wzrost standardów sanitarnych";"wyrażam tylko swój subiektywny pogląd"
"14.1";465;0,5;0,2;"Awaria sieci";1;2;3;5;"Z założenia internet miał być małą siecią łączącą jedynie kilka komputerów. Nikt nie spodziewał się, że teraz stanie się narzędziem używanym przez większość ludzi na świecie. Stosowane w tym momencie technologie moga nie wytrzymać tak dynamicznego wzrostu popularności. Może to doprowadzić do drastycznego zwolnienia rozwoju nowoczesnych technologii oraz odciąć nas od wielu informacji";"wyrażam tylko swój subiektywny pogląd"
"14.1";494;0,8;0,5;"odkrycie lekarstw/sposobów leczenia niektórych typów raka";4;5;10;15;;"wyrażam tylko swój subiektywny pogląd"
"14.1";494;0,8;0,5;"dopracowanie silników elektrycznych dla samochodów";5;10;15;20;;"wyrażam tylko swój subiektywny pogląd"
"14.1";494;0,8;0,5;"odkrycie substytutu ropy naftowej dla farmacji i przemysłu chemicznego";2;3;4;5;;"wyrażam tylko swój subiektywny pogląd"
"14.1";506;0,7;0,2;"Opracowanie powszechnie dostępnych komputerów kwantowych";0;5;10;20;"Skomplikowane badania, niewystarczająca technologia, znaczący wpływ na dostępne rozwiązania";"wyrażam tylko swój subiektywny pogląd"
"14.1";506;0,7;0,2;"Eskalacja konfliktów militarnych (Korea Płn., Bliski Wschód)";15;20;25;30;"Obserwacja konfliktów światowych";"nie jestem pewien,ale obawiam się, że może tak być"
"14.1";506;0,7;0,2;"Ruchy społeczne sprzeciwiające się pełnej informatyzacji (ochrona danych osobowych)";10;20;35;50;"Obawa ludzi przed inwigilacją";"z dużym prawdopodobieństwem"
"14.1";512;0,5;0,2;"Wojna światowa";25;50;75;75;"Nastroje społeczne i konflikty między poszczególnymi państwami ostatnio nabierają coraz większego znaczenia. Jeśli dodać do tego duże różnice finansowe pomiędzy blisko położonymi państwami ryzyka jest jeszcze większe.";"wyrażam tylko swój subiektywny pogląd"
"14.1";512;0,5;0,2;"Protesty i demonstracje";35;40;50;10;"Jeśli zostanie wprowadzona pełna inwigilacja zgodna z wizją orwellowską, to ryzyka protestów i demonstracji znacząco spadnie, ponieważ demonstranci zostaną z odpowiednim wyprzedzeniem zlikwidowani.";"wyrażam tylko swój subiektywny pogląd"
"14.1";512;0,5;0,2;"Odkrycie pozaziemskiej cywilizacji";20;20;20;20;"Cały czas jesteśmy gotowi na odebranie sygnału od pozaziemskiej cywilizacji. Trudno oszacować jakie są realne szanse na taki kontakt, ale jesteśmy na to gotowi.";"wyrażam tylko swój subiektywny pogląd"
"14.1";516;0,5;0,2;"Konflikt zbrojny Izrael Pakistan";80;75;75;75;"Obecne zaostrzenie sytuacji";"wyrażam tylko swój subiektywny pogląd"
"14.1";516;0,5;0,2;"Globalny kryzys gospodarczy";70;45;30;25;"Brak pomysłu na rozwiązanie kryzysu";"wyrażam tylko swój subiektywny pogląd"
"14.1";516;0,5;0,2;"Dominacja Chin w światowej gospodarce";50;60;75;70;"Tania siła robocza";"wyrażam tylko swój subiektywny pogląd"
"14.1";516;0,5;0,2;"Pandemia grypy";10;30;10;10;"Szacowany powrót mutacji grypy ""Hiszpanki""";"wyrażam tylko swój subiektywny pogląd"
"14.1";516;0,5;0,2;"Mniejsza zdolność do wydawania potomstwa";25;30;35;40;"Zwiększające się zanieczyszczenie środowiska";"wyrażam tylko swój subiektywny pogląd"
"14.1";517;0,5;0,2;"Cybernetyczne ataki, wycelowane w rządy i ich badania";10;25;35;40;"Cyberwojna staje się coraz większym zagrożeniem - USA rok temu zadeklarowało gotowość do niej http://marketplace.org/topics/tech/tech-report-blog/us-ready-go-war-cyber-war";"nie jestem pewien,ale chciałbym by tak było"
"14.1";517;0,5;0,2;"Powstanie tranzystora balistycznego";40;50;70;90;"Powstanie tranzystora balistycznego przyczyni sie do znaczącego zwiększenia temopa obliczeń i wniesienia nowej jakości w SWD";"wyrażam tylko swój subiektywny pogląd"
"14.1";517;0,5;0,2;"Wojna";20;50;90;95;"Konflikty zbrojne trwające na świecie(i te które nieuniknienie wybuchną) przyczynią się do zwiększenia badań na SWD w zastosowaniach wojskowych";"nie jestem pewien,ale chciałbym by tak było"
"14.1";517;0,5;0,2;"Powstanie komputera probablistycznego";50;70;80;90;"Prace nad komputerem probablistycznym trwają intensywnie (http://singulaityhub,com/2010/09/04/a-computer-chip-based-on-probability-not-binary-video) a ich zakończenie pozwoli na znacznie lapsze użycie rozmytej logiki w SWD";"wyrażam tylko swój subiektywny pogląd"
"14.1";520;0,5;0,2;"Atak terrorystyczny";10;20;30;40;;"wyrażam tylko swój subiektywny pogląd"
"14.1";520;0,5;0,2;"Nieoczekiwane konflikty zbrojne";5;10;15;20;;"wyrażam tylko swój subiektywny pogląd"
"14.1";520;0,5;0,2;"Pandemia";3;5;10;15;;"wyrażam tylko swój subiektywny pogląd"
"14.1";523;0,4;0,75;"hacking";10;25;35;40;"hacking staje się poważnym zagrożeniem";"wyrażam tylko swój subiektywny pogląd"
"14.1";524;0,2;0,2;"Fiasko rynku finansów spowodowane wojną";10;10;10;10;"Opinia własna";"wyrażam tylko swój subiektywny pogląd"
"14.1";547;0,1;0,2;"Konflikty zbrojne";10;20;30;40;"Czynnik utrudniający rozpowszechnienie nowych technologii, ale jednocześnie mobilizujący do nowych odkryć.";"nie jestem pewien,ale obawiam się, że może tak być"
"14.1";548;0,1;0,2;"Konflikt zbrojny na dalekim wschodzie";15;55;90;90;"Działania Chin związane z kontrolą obywateli.";"jestem raczej pewnien (pewna)"
"14.1";548;0,1;0,2;"Stagnacja w rozwoju naukowym";35;35;80;80;"Mniejsze zainteresowanie edukacją.";"wyrażam tylko swój subiektywny pogląd"
"14.1";548;0,1;0,2;"Epidemia gruźlicy";20;90;100;100;"Pojawiające się pojedyncze przypadki uodpornionego szczepu.";"jestem raczej pewnien (pewna)"
"14.1";548;0,1;0,2;"Budowa komputera kwantowego";10;80;100;100;"http://nauka.gadzetomania.pl/2012/02/29/komputer-kwantowy-ibm-mamy-przelom";"z dużym prawdopodobieństwem"
"14.1";548;0,1;0,2;"Zastosowanie zjawiska splątania kwantowego";10;15;40;80;"http://www.computerworld.pl/news/353214/Odkryte.przez.polskich.naukowcow.splatanie.kwantowe.potwierdzone.doswiadczalnie.html";"jestem raczej pewnien (pewna)"
"14.1";549;0,1;0,75;"III wojna światowa";5;15;30;30;;"wyrażam tylko swój subiektywny pogląd"
"14.1";549;0,1;0,75;"Uderzenie asteroidy";0;2;3;3;;"wyrażam tylko swój subiektywny pogląd"
"14.1";550;0,1;0,2;"Konflikt międzynarodowy";10;10;15;15;"Istnieje duże ryzyko wybuchu konfliktu zbrojnego, który zahamuje przepływ informacji i prac nad SWD.";"z dużym prawdopodobieństwem"
"14.1";550;0,1;0,2;"Wpływ religii na SWD";10;10;30;50;"Postępująca islamizacja świata przyczyni się do spowolnienia prac nad SWD.";"z dużym prawdopodobieństwem"
"14.1";551;0,1;0,2;"Konflikt militarny na skalę światową";15;30;50;70;"Multikulturalizm w europie i na świecie, zajmowanie miejsc pracy przez imigrantów, rosnąca wrogość wobec innych krajów";"wyrażam tylko swój subiektywny pogląd"
"14.1";552;0,1;0,2;"Konflikt zbrojny na skale swiatowa";5;15;30;50;"Bliski wschod, Eur. Wsch., działania USA, Izraela, Rosji i Chin na arenie międzynarodowej.";"nie jestem pewien,ale obawiam się, że może tak być"
"14.1";554;0,1;0,2;"Sztuczny narzad wzroku";5;10;30;50;"Na rynku funkcjonują już implanty umozliwiajace symulacje narządu słuchu. Rozwoj tego typu technologii dazy do zapewnienia w przyszłości symulacji większej ilości narzadow przez rozwiązanie techniczne.";"z dużym prawdopodobieństwem"
"14.1";554;0,1;0,2;"Podskorne wszczepianie ukladow mikroprocesorowych służących do identyfikacji ludności.";1;5;20;60;"Badania w tej kwestii maja miejsce już od dłuższego czasu. Technologie daza do minimalizacji nosnikow. Kwestia czasu stanie się wiec opracowanie nieszkodliwych programowalnych chipow zastepujacych wszystkie podstawowe nośniki (jak karta bankomatowa, dowod).";"wyrażam tylko swój subiektywny pogląd"
"14.1";556;0,05;0,2;"Wojna w izraelu";100;100;100;100;;"pewność"
"14.1";558;0,1;0,2;"Konflikt zbrojny na dalekim wschodzie";15;55;90;90;"Działania Chin związane z kontrolą obywateli.";"nie jestem pewien,ale chciałbym by tak było"
"14.1";558;0,1;0,2;"Stagnacja w rozwoju naukowym";35;35;80;80;"Mniejsze zainteresowanie edukacją.";"nie jestem pewien,ale chciałbym by tak było"
"14.1";558;0,1;0,2;"Epidemia gruźlicy.";20;20;70;80;"Pojawiają się pojedyncze przypadki uodpornionego szczepu.";"nie jestem pewien,ale obawiam się, że może tak być"
